4,1, A habitat designed to float like a balloon in aplanet’s upper atmosphere.,Aerostat,Aerostat,Singularity,Gatecrashers
4,1, After the Fall (used for reference dating).,AF,AF,AR,Slitheroid
4,1, Artificial General Intelligence. An AI that has cognitivefaculties comparable to that of a human or higher.Also known as “strong AI” (differentiating from morespecialized “weak AI”). See also “seed AI.”,AGI,AGI,Oort Cloud,BF
4,1," Artificial Intelligence. Generally used to refer to weakAIs; i.e., AIs that do not encompass (or in some cases, arecompletely outside of) the full range of human cognitiveabilities. AIs differ from AGIs in that they are usuallyspecialized and/or intentionally crippled/limited.",AI,AI,Transgenic,Farcasting
4,1," Someone who believes government isunnecessary, that power corrupts, and that people shouldcontrol their own lives through self-organized individualand collective action.",Anarchist,Anarchist,Entoptics,Reaper
4,1, A spider-like robotic synthmorph.,Arachnoid,Arachnoid,Jamming,Meme
4,1, A faction of techno-progressive scientiststhat promote responsible and ethical use of technology.,Argonauts,Argonauts,Circumlunar,Brinkers
4,1," Augmented Reality. Information from the mesh (universaldata network) that is overlaid on your real-worldsenses. AR data is usually entoptic (visual), but can alsobe audio, tactile, olfactory, kinesthetic (body awareness),emotional, or other types of input.",AR,AR,Exoplanet,Smart Animals
4,1, A person with psi abilities.,Async,Async,Iktomi,Lifelog
4,1," Astronomical Unit. The distance between the Earthand the Sun, equal to 8.3 light minutes, or about 150million kilometers.",AU,AU,Scorchers,Cyberbrain
4,1," The alliance of anarchists, Barsoomians,Extropians, scum, and Titanians.",Autonomists,Autonomists,Lost Generation,Exalts
4,1," A rural Martian, typically resentful ofhypercorp control.",Barsoomian,Barsoomian,Seed AI,AGI
4,1, An image or other sensory input thataffects the brain’s visual cortex and pattern recognitionabilities in such a way as to cause a glitch and possiblyexploit it and rewrite neural code.,Basilisk Hack,Basilisk Hack,Farcasting,Ghost-riding
4,1, A microgravity habitat made from a tunneledoutasteroid or moon.,Beehive,Beehive,Swarmanoid,Case
4,1, Before the Fall (used for reference dating).,BF,BF,Anarchist,Scum
4,1," An anti-technology movement that arguesfor strict regulation of nanofabrication, AI, uploading, forking,cognitive enhancements, and other disruptive technologies.",Bioconservative,Bioconservative,Ecto,Synths
4,1," A biological body, whether a flat, splicer,genetically engineered transhuman, or pod.",Biomorph,Biomorph,Farcasting,Meme
4,1," A service for leasing, selling, acquiring, orstoring a morph. AKA dollhouse, morgue.",Body Bank,Body Bank,Skinning,Exsurgent
4,1, Robots. AI-piloted synthetic shells.,Bots,Bots,Novacrab,VPNs
4,1, A type of autonomous monitoring deepspaceprobe meant to make contact with alien civilizations.,Bracewell Probe,Bracewell Probe,Neo-Hominids,Pods
4,1," Exiles who live on the fringes of the system, aswell as other isolated and well-hidden nooks and crannies.Also called isolates, fringers, drifters.",Brinkers,Brinkers,Iktomi,Case
4,1," A cheap, common, mass-produced synthetic shell.",Case,Case,Bioconservative,Farcasting
4,1," Transgenic, containing genetic traits fromother species.",Chimeric,Chimeric,Singularity Seeker,Muse
4,1, Orbiting Jupiter.,Circumjovian,Circumjovian,Spime,Basilisk Hack
4,1, Orbiting the Moon.,Circumlunar,Circumlunar,Jamming,Trojans
4,1, Orbiting the Sun.,Circumsolar,Circumsolar,Shell,Cornucopia Machine
4,1, Between the Earth and the Moon.,Cislunar,Cislunar,Neo-Hominids,Rusters
4,1, A species or group of organisms with commonfeatures. Used to refer to transhuman subspecies andmorph types.,Clade,Clade,Habtech,TITANs
4,1," A habitat made from a hollowed-out asteroidor moon, spun for gravity.",Cole Bubble,Cole Bubble,AF,Firewall
4,1, A general-purpose nanofabricator.,Cornucopia Machine,Cornucopia Machine,Scorchers,Novacrab
4,1, An implanted memory cell used for egobackup. Located where the spine meets the skull; can becut out.,Cortical Stack,Cortical Stack,Pods,Psi
4,1," An artificial brain, housing an ego run in asoftware brain-state. Used in both synthmorphs and pods.",Cyberbrain,Cyberbrain,Ego,Synthmorph
4,1, Illegal and black market farcasting and egocastingservices.,Darkcast,Darkcast,Oort Cloud,Entoptics
4,1, The rules that govern the reality of avirtual reality simulspace.,Domain Rules,Domain Rules,Olympian,Mercurials
4,1, A robot controlled through teleoperation (ratherthan directly via onboard AI).,Drone,Drone,Transgenic,Ecto
4,1," Personal mesh devices that are flexible, stretchable,self-cleaning, translucent, and solar-powered. From ectolink(external link).",Ecto,Ecto,Muse,Prometheans
4,1," The part of you that switches from body to body.AKA ghost, soul, essence, spirit, persona.",Ego,Ego,Mentons,Clade
4,1, Term for sending egos via farcasting.,Egocasting,Egocasting,Posthuman,Novacrab
4,1, Augmented-reality images that you “see” inyour head. (“Entoptic” means “within the eye.”),Entoptics,Entoptics,Microgravity,Mentons
4,1, Extraterrestial Intelligence. The term Firewall usesto refer to the god-like post-singularity alien intelligencetheorized to be responsible for the Exsurgent virus.,ETI,ETI,Mesh ID,Teleoperation
4,1," Genetically enhanced humans (between genefixedand transhumans). AKA genefreaks, ascended, elevated.",Exalts,Exalts,Torus,Indentures
4,1, A planet in another solar system.,Exoplanet,Exoplanet,Singularity,Neo-Avians
4,1, Someone infected by the Exsurgent virus.,Exsurgent,Exsurgent,X-Caster,AU
4,1, The multi-vector virus created byan unknown ETI and seeded throughout the galaxy inBracewell probes. The Exsurgent virus is self-morphing andcan infect both computer systems and biological creatures.,Exsurgent Virus,Exsurgent Virus,Farhauler,Nano-Ecology
4,1, Outside the solar system.,Extrasolar,Extrasolar,Forknapping,Nanoswarm
4,1, The alien ambassadorial race that deals withtranshumanity. Also called Brokers.,Factors,Factors,Smart Animals,VR
4,1, The apocalypse; the singularity and wars thatnearly brought about the downfall of transhumanity.,The Fall,The Fall,AU,Oort Cloud
4,1," Intrasolar communication utilizing classicalcommunication technologies (radio, laser, etc.) andquantum teleportation.",Farcasting,Farcasting,Cornucopia Machine,Mesh
4,1, Long-distance space shipper.,Farhauler,Farhauler,Posthuman,Egocasting
4,1, The secret cross-faction conspiracy that worksto protect transhumanity from “existential threats” (risksto transhumanity’s continued existence).,Firewall,Firewall,Prometheans,Skin
4,1, Someone born or used to living on a planetor moon with gravity.,Flatlander,Flatlander,Aerostat,Meme
4,1, Baseline humans (not genetically modified). Alsocalled norms.,Flats,Flats,Aerostat,Lost Generation
4,1, A shape-changing synthmorph capable ofjoining together with other flexbots in a modular fashionto create larger shapes.,Flexbot,Flexbot,AI,Simulspace
4,1, Copying an ego. Not all forks are full copies.AKA backups.,Forking,Forking,Aerostat,Xenomorph
4,1, Kidnapping a backup or fork.,Forknapping,Forknapping,Simulspace,Swarmanoid
4,1, Faster-Than-Light.,FTL,FTL,O’Neill Cylinder,Infugee
4,1, A transhuman combat morph.,Fury,Fury,Lagrange Point,Titanian
4,1, Explorers who take their chances using aPandora gate to go somewhere previously unexplored.,Gatecrashers,Gatecrashers,Prometheans,Egocasting
4,1, Someone who manipulates genetic code tocreate genetic modifications or even new life.,Genehacker,Genehacker,Synthmorph,O’Neill Cylinder
4,1, A transhuman combat morph optimized forstealth and infiltration.,Ghost,Ghost,Arachnoid,Vacworker
4,1, The act of carrying an infomorph in aspecial implant module inside your head.,Ghost-riding,Ghost-riding,Circumjovian,Exsurgent
4,1," Trojan asteroids or moons that share the sameorbit as a larger planet or moon, but are 60 degreesahead in the orbit at the L4 Lagrange point. The termGreeks normally refers to the asteroids orbiting aroundJupiter’s L4 point. See also “Trojans.”",Greeks,Greeks,Ecto,Proxies
4,1, A habitat technician.,Habtech,Habtech,AI,Egocasting
4,1," A transhuman modified for hibernation, forextensive travel in space.",Hibernoid,Hibernoid,AI,Splicers
4,1, An asteroid made from mostly ice rather thanrock or metals.,Iceteroid,Iceteroid,Skin,Factors
4,1, The name given to the mysterious alien racewhose relics have been found beyond the Pandora gates.,Iktomi,Iktomi,Singularity Seeker,Neo-Avians
4,1," Indentured servants who have contractedtheir labor to a hypercorp or other authority, usually inexchange for a morph.",Indentures,Indentures,Basilisk Hack,AU
4,1, Artificial general intelligences and seed AIs.,Infolife,Infolife,Infugee,Domain Rules
4,1," A digitized ego; a virtual body. Also knownas datamorphs, uploads, backups.",Infomorph,Infomorph,Cortical Stack,Transgenic
4,1," “Infomorph refugee,” or someone who lefteverything behind on Earth during the Fall—even theirown body.",Infugee,Infugee,Main Belt,Psi
4,1," Those who live in isolated communities faroutside the system (in the Kuiper Belt and Oort Cloud).AKA outsters, fringers.",Isolates,Isolates,X-Caster,Cornucopia Machine
4,1, The act of “becoming” a teleoperated dronethanks to XP technology. Also sometimes applied toaccesing the real-time XP feed from lifeloggers and others.,Jamming,Jamming,TITANs,Body Bank
4,1," A region of space extending from Neptune’sorbit out to about 55 AU, lightly populated with asteroids,comets, and dwarf planets.",Kuiper Belt,Kuiper Belt,Smart Animals,Resleeving
4,1, One of five areas in respect to asmall planetary body orbiting a larger one in which thegravitational forces of those two bodies are neutralized.Lagrange points are considered stable and ideal locationsfor habitats.,Lagrange Point,Lagrange Point,Prometheans,Flatlander
4,1," A recording of one’s entire life experience, madepossible due to near-unlimited computer memory.",Lifelog,Lifelog,Microgravity,Exsurgent
4,1," In an effort to repopulate post-Fall, ageneration of children were reared using forced-growthmethods. The results were disastrous",Lost Generation,Lost Generation,Shell,Case
4,1," The main asteroid belt, a torus ring orbitingbetween Mars and Jupiter.",Main Belt,Main Belt,Titanian,Bots
4,1, A viral idea. A unit of information transmittedsocially that self-replicates and mutates in a manneranalagous to genes.,Meme,Meme,Case,AU
4,1, Transhumans optimized for mental and cognitiveability.,Mentons,Mentons,AI,Brinkers
4,1," The non-human sapient elements of thetranshuman “family,” including AGIs and uplifted animals.",Mercurials,Mercurials,Forknapping,Nanobot
4,1, The omnipresent wireless mesh data network.Also used as a verb (to mesh) and adjective (meshedor unmeshed).,Mesh,Mesh,Simulmorph,Nanobot
4,1, The unique signature attached to one’s meshactivity.,Mesh ID,Mesh ID,Transhuman,Skin
4,1, Zero-g or near weightless environments.,Microgravity,Microgravity,Iceteroid,Shell
4,1, The clouds of AR data that sometimes fog up yourperception/displays.,Mist,Mist,Mesh ID,Simulspace
4,1," A physical body. AKA suit, jacket, sleeve, shell, form.",Morph,Morph,Egocasting,Beehive
4,1, Personal AI helper programs.,Muse,Muse,Vacworker,Simulspace
4,1, A nano-scale machine.,Nanobot,Nanobot,Novacrab,AGI
4,1, Pro-tech ecological movement.,Nano-Ecology,Nano-Ecology,Cyberbrain,Mist
4,1, A mass of tiny nanobots unleashed intoan environment.,Nanoswarm,Nanoswarm,ETI,Hibernoid
4,1, Uplifted ravens and gray parrots.,Neo-Avians,Neo-Avians,Hibernoid,Proxies
4,1, The creation of new life forms via geneticmanipulation and biotechnology.,Neogenesis,Neogenesis,Reclaimers,AF
4,1," Uplifted chimpanzees, gorillas, andorangutans.",Neo-Hominids,Neo-Hominids,Nano-Ecology,Basilisk Hack
4,1, Transhumans modified to retain a child-likeform.,Neotenics,Neotenics,Exalts,Kuiper Belt
4,1, A pod created from genetically engineeredspider crab stock.,Novacrab,Novacrab,Reclaimers,Anarchist
4,1, A transhuman biomorph modified for athleticismand endurance.,Olympian,Olympian,Vapor,Forking
4,1," A soda-can shaped habitat, spun forgravity.",O’Neill Cylinder,O’Neill Cylinder,Infomorph,Flexbot
4,1, The spherical “cloud” of comets that surroundsthe solar system out to about one light-year fromthe sun.,Oort Cloud,Oort Cloud,Factors,Ecto
4,1, Personal Area Network. The network created whenyou slave all of your minor personal electronics to yourecto or mesh inserts.,PAN,PAN,The Fall,Uplifting
4,1, The wormhole gateways discoveredafter the disappearance of the TITANs.,Pandora Gates,Pandora Gates,Barsoomian,Circumlunar
4,1," Mixed biological-synthetic morphs. Pod clonesare force-grown and feature cyberbrains. Also known asbiobots, skinjobs, replicants. From “pod people.”",Pods,Pods,Cortical Stack,Argonauts
4,1, A human or transhuman individual orspecies that has been genetically or cognitively modifiedso extensively as to no longer be human (a step beyondtranshuman). AKA parahuman.,Posthuman,Posthuman,Flats,Pandora Gates
4,1, A group of transhuman-friendly seed AIsthat were created by the Lifeboat Project (precursors tothe argonauts) years before the TITANs became selfawareand that (mostly) avoided Exsurgent infection. ThePrometheans secretly back Firewall and work to defeatexistential threats.,Prometheans,Prometheans,Meme,XP
4,1, Members of the Firewall internal structure.,Proxies,Proxies,Exalts,Firewall
4,1, Parapsychological powers acquired due to infectionby the Watts-MacLeod strain of Exsurgent virus.,Psi,Psi,Lost Generation,Drone
4,1, A warbot synthmorph.,Reaper,Reaper,The Fall,Lost Generation
4,1, A transhuman faction that seeks to lift theinterdiction and reclaim Earth.,Reclaimers,Reclaimers,Muse,Slitheroid
4,1, A rural Martian. See Barsoomian. AKA Reds.,Redneck,Redneck,Synths,AR
4,1," Refugees from Earth who escapedonly as bodiless infomorphs, but who have sincebeen resleeved.",Re-instantiated,Re-instantiated,Transhuman,Chimeric
4,1," Changing bodies or downloading into anew one. Also called remorphing, reincarnation, shifting,rebirthing.",Resleeving,Resleeving,Transhuman,Argonauts
4,1, Biomorphs optimized for life on Mars.,Rusters,Rusters,Main Belt,Forking
4,1, Hostile programs that can damage or affectcyberbrains.,Scorchers,Scorchers,Torus,Infugee
4,1, The nomadic faction of space punks/gypsiesthat travel from station to station in heavily modifiedbarges or swarms of ships. Notorious for being aroving black market.,Scum,Scum,Muse,Farcasting
4,1," An AGI that is capable of recursive self-improvement,allowing it to reach god-like levels of intelligence.",Seed AI,Seed AI,Factors,Darkcast
4,1, Agents of Firewall.,Sentinels,Sentinels,Simulmorph,Factors
4,1, A synthetic physical morph. AKA synthmorph.,Shell,Shell,Greeks,Reaper
4,1, The avatar you use in VR simulspaceprograms.,Simulmorph,Simulmorph,Swarmanoid,Autonomists
4,1, Full-immersion virtual reality environments.,Simulspace,Simulspace,Skin,Transgenic
4,1," A point of rapid, exponential, and recursivetechnological progress, beyond which the future becomesimpossible to predict. Often used to refer to the ascensionof seed AI to god-like levels of intelligence.",Singularity,Singularity,Barsoomian,XP
4,1," People who pursue relics andevidence of the TITANs or other possible avenues tosuper-intelligence, either to learn more about it or tobecome part of a super-intelligence themselves.",Singularity Seeker,Singularity Seeker,Cyberbrain,Exsurgent Virus
4,1," A biological physical morph. AKA meat, flesh.",Skin,Skin,Exsurgent Virus,Farhauler
4,1, Changing your perceived environment viaaugmented reality programming.,Skinning,Skinning,Forking,Lifelog
4,1, A psi power.,Sleight,Sleight,Kuiper Belt,Pods
4,1, A snake-like robotic synthmorph.,Slitheroid,Slitheroid,Jamming,Lagrange Point
4,1," Partially uplifted animal species (includingdogs, cats, and rats). Some other large smart animals(elephants) are nearly extinct.",Smart Animals,Smart Animals,Bioconservative,Lagrange Point
4,1," Meshed, self-aware, location-aware devices.",Spime,Spime,ET,